ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
180672270337706285,2021-10,0.7782653
8163895533020293251,2021-11,0.7752068
5371387005775513675,2021-07,0.7751221
5371387005775513675,2021-07,0.7751221
5301988619224057921,2021-08,0.7715842
6547872039250784411,2021-08,0.7714474
8229446069655666941,2021-08,0.7709315
180672270337706285,2021-08,0.77037424
180672270337706285,2021-07,0.7698959
1977574645216036803,2021-08,0.76968735
7231408738455755015,2021-07,0.7696134
180672270337706285,2021-10,0.7692422
2726314736140152277,2021-10,0.7690112
2032592272238235730,2021-11,0.7686316
5511113649464808344,2021-10,0.7667651
5511113649464808344,2021-07,0.7665667
1637960623843047520,2021-07,0.7657136
9099218788416728596,2021-08,0.7635246
1637960623843047520,2021-08,0.7613798
180672270337706285,2021-07,0.7609505
8229446069655666941,2021-07,0.75994146
6547872039250784411,2021-07,0.759516
8733525963966339207,2021-07,0.75799674
180672270337706285,2021-09,0.75749946
180672270337706285,2021-10,0.75502324
180672270337706285,2021-07,0.7504932
1977574645216036803,2021-07,0.750461
8163895533020293251,2021-07,0.75016373
5888474320320735000,2021-10,0.7477568
5888474320320735000,2021-09,0.74667174
5301988619224057921,2021-07,0.7462343
5888474320320735000,2021-08,0.746017
5225029212547588718,2021-09,0.74592614
8163895533020293251,2021-08,0.7444563
3480297543931395935,2021-08,0.7415752
3888528635045328222,2021-10,0.74029744
5888474320320735000,2021-08,0.73940635
5888474320320735000,2021-10,0.7388542
3218226066162129945,2021-10,0.73663384
8163895533020293251,2021-09,0.7364595
7231408738455755015,2021-08,0.73564786
6547872039250784411,2021-10,0.7342435
5888474320320735000,2021-08,0.73405707
4432551314797496562,2021-09,0.73317856
7231408738455755015,2021-11,0.7314885
6330043096034525408,2021-08,0.73054194
5888474320320735000,2021-10,0.72856694
5888474320320735000,2021-09,0.7281956
4432551314797496562,2021-07,0.7277338
5371387005775513675,2021-11,0.7266442
7707459425750676368,2021-07,0.72474253
7347753999527316260,2021-11,0.7243981
5577659616907513811,2021-09,0.7239124
4853303856126909724,2021-07,0.7223041
3888528635045328222,2021-09,0.7220088
5577659616907513811,2021-09,0.7218545
7707459425750676368,2021-09,0.7217457
3829967475074118757,2021-09,0.72126293
6330043096034525408,2021-10,0.7196197
6145308913889808258,2021-07,0.7182855
6349142675790687765,2021-08,0.71826637
6349142675790687765,2021-09,0.7182119
6349142675790687765,2021-07,0.7181993
6349142675790687765,2021-08,0.7176778
6349142675790687765,2021-08,0.717566
6349142675790687765,2021-08,0.7175168
6349142675790687765,2021-08,0.71720695
5477523784812182605,2021-07,0.7164234
5477523784812182605,2021-07,0.7161026
6547872039250784411,2021-08,0.7159195
3888528635045328222,2021-08,0.7118523
8596605705893456305,2021-09,0.71039516
8163895533020293251,2021-10,0.7102576
3750579377644235511,2021-07,0.70967466
5577659616907513811,2021-07,0.708824
180672270337706285,2021-08,0.7079796
5577659616907513811,2021-09,0.7056606
5577659616907513811,2021-08,0.7056488
8163895533020293251,2021-08,0.7050388
5577659616907513811,2021-08,0.70357925
6349142675790687765,2021-07,0.70206183
2432667449154431819,2021-08,0.70107573
6598561842700412652,2021-08,0.7010052
5577659616907513811,2021-10,0.7000671
5577659616907513811,2021-10,0.7000671
2900002014851776114,2021-07,0.6999788
5577659616907513811,2021-08,0.69957113
5888474320320735000,2021-08,0.69950664
6598561842700412652,2021-10,0.69787943
6349142675790687765,2021-08,0.69731075
410843023337872279,2021-08,0.6961811
5888474320320735000,2021-07,0.69454056
7707459425750676368,2021-10,0.69355315
3660744270380078352,2021-10,0.6900241
7067471043900250355,2021-08,0.68907136
9099218788416728596,2021-08,0.6884031
8733525963966339207,2021-08,0.686255
8163895533020293251,2021-08,0.68363786
8646472172649019955,2021-10,0.6832442
6349142675790687765,2021-08,0.6820893
5888474320320735000,2021-07,0.68079484
2726314736140152277,2021-10,0.68010575
5888474320320735000,2021-09,0.67996454
8163895533020293251,2021-09,0.6779303
3183208564139585182,2021-09,0.6775735
7347753999527316260,2021-10,0.6759713
8163895533020293251,2021-08,0.6744655
1462395707491634845,2021-09,0.67363304
6349142675790687765,2021-08,0.6725131
2432667449154431819,2021-10,0.6718759
7742008298942700792,2021-09,0.6717781
4351694415353093046,2021-08,0.6712974
5888474320320735000,2021-09,0.67092067
6349142675790687765,2021-09,0.6707735
180672270337706285,2021-07,0.6697094
180672270337706285,2021-07,0.6697094
7067471043900250355,2021-08,0.6695634
5999145415800242177,2021-10,0.6673388
7742008298942700792,2021-10,0.6666058
5577659616907513811,2021-07,0.6663165
5757271354816214865,2021-07,0.6660114
5757271354816214865,2021-07,0.6660114
180672270337706285,2021-09,0.6647904
5757271354816214865,2021-08,0.66451865
3183208564139585182,2021-07,0.6644784
180672270337706285,2021-07,0.6618251
8163895533020293251,2021-07,0.6607858
3183208564139585182,2021-11,0.66075194
180672270337706285,2021-07,0.6605862
5757271354816214865,2021-07,0.658983
4043546053926060305,2021-08,0.65885556
3965955331400146488,2021-09,0.65851253
8835646476961190471,2021-08,0.65833074
7957786135641291906,2021-08,0.6570976
5757271354816214865,2021-08,0.65677214
5757271354816214865,2021-07,0.65671057
5757271354816214865,2021-07,0.65671057
5757271354816214865,2021-07,0.65671057
5757271354816214865,2021-07,0.65671057
7215093571368368138,2021-07,0.6566081
7957786135641291906,2021-08,0.65589374
5757271354816214865,2021-07,0.6553987
7720458526816091748,2021-09,0.6545304
7707459425750676368,2021-08,0.65357053
5757271354816214865,2021-07,0.65326923
5757271354816214865,2021-07,0.65250367
5301988619224057921,2021-09,0.651836
8163895533020293251,2021-10,0.6517656
8313765100460016738,2021-10,0.6509144
4003696935579172837,2021-09,0.65063953
1285245417998627607,2021-10,0.6502412
5460280878923715699,2021-10,0.6499888
8596605705893456305,2021-07,0.64990234
2310272650667756227,2021-08,0.6494335
4489904752023469353,2021-11,0.64888567
5757271354816214865,2021-07,0.6478135
4424973922927242822,2021-10,0.6472245
8163895533020293251,2021-10,0.64666826
7367321179169390502,2021-09,0.64610296
7367321179169390502,2021-11,0.6454559
7215093571368368138,2021-09,0.6452884
5376084855227654309,2021-09,0.6450939
5757271354816214865,2021-09,0.64507055
4121608857053177761,2021-07,0.6448052
5757271354816214865,2021-07,0.6447683
1156053485989336481,2021-07,0.6436763
6909701795322574613,2021-11,0.64310384
4043546053926060305,2021-09,0.6426494
7215093571368368138,2021-09,0.64263934
5376084855227654309,2021-09,0.641765
7215093571368368138,2021-07,0.6417624
7720458526816091748,2021-09,0.6414972
3941676647656952109,2021-11,0.6414726
7720458526816091748,2021-10,0.6409413
3979129042322937623,2021-10,0.6403837
6909701795322574613,2021-08,0.6403576
3979129042322937623,2021-10,0.6398648
3941676647656952109,2021-10,0.6397145
6098833389547425063,2021-10,0.63847375
6546850858912852316,2021-08,0.637932
5757271354816214865,2021-07,0.6375586
4424973922927242822,2021-10,0.6360126
6330043096034525408,2021-10,0.6349709
4677213860368191144,2021-08,0.6349175
8707474618041058293,2021-08,0.6345918
5888474320320735000,2021-07,0.63424575
5986344948775572227,2021-08,0.63412654
5757271354816214865,2021-07,0.6338484
7215093571368368138,2021-10,0.633744
7215093571368368138,2021-11,0.63356775
5757271354816214865,2021-08,0.6334408
5376084855227654309,2021-10,0.632741
8835646476961190471,2021-08,0.6324103
644457054514416604,2021-10,0.6321741
7215093571368368138,2021-07,0.63193524
2423599281313969582,2021-09,0.6315442
7215093571368368138,2021-07,0.631459
5757271354816214865,2021-08,0.6308744
5376084855227654309,2021-10,0.630689
1415340753324392369,2021-09,0.63017887
5888474320320735000,2021-09,0.6296601
3941676647656952109,2021-10,0.6288021
7215093571368368138,2021-10,0.6282364
5993765508162121762,2021-11,0.627875
1285245417998627607,2021-08,0.62766385
5888474320320735000,2021-08,0.6274661
5888474320320735000,2021-09,0.62696666
5888474320320735000,2021-09,0.6268123
7215093571368368138,2021-09,0.62668484
5757271354816214865,2021-07,0.6259257
5993765508162121762,2021-10,0.62449825
5757271354816214865,2021-07,0.623443
5757271354816214865,2021-07,0.6223274
8163895533020293251,2021-10,0.6221574
8163895533020293251,2021-07,0.6209621
7478791630746523220,2021-10,0.61982137
3941676647656952109,2021-11,0.6194295
7215093571368368138,2021-08,0.6181894
531805620371082364,2021-09,0.61690134
1156053485989336481,2021-10,0.6163037
8278233100278581012,2021-10,0.6151207
7215093571368368138,2021-07,0.6146624
7215093571368368138,2021-10,0.6144558
5888474320320735000,2021-10,0.6144147
5993765508162121762,2021-10,0.6136563
1637960623843047520,2021-07,0.61294866
1156053485989336481,2021-09,0.61236125
1156053485989336481,2021-09,0.61236125
180672270337706285,2021-10,0.6119326
5757271354816214865,2021-08,0.61178315
5993765508162121762,2021-07,0.6110843
1156053485989336481,2021-09,0.6105137
5993765508162121762,2021-09,0.6102467
531805620371082364,2021-11,0.60998005
1477629972594346481,2021-07,0.60946727
3454481508285917519,2021-09,0.6087241
5757271354816214865,2021-08,0.6082558
6145308913889808258,2021-08,0.60735804
3941676647656952109,2021-11,0.60648644
8350724667410677464,2021-10,0.6051059
9060693308980292489,2021-08,0.60504496
8596605705893456305,2021-11,0.60476357
4043546053926060305,2021-08,0.6036093
5757271354816214865,2021-08,0.6035863
8163895533020293251,2021-11,0.60338336
5757271354816214865,2021-08,0.6028297
5993765508162121762,2021-11,0.6019263
8398000036517692656,2021-08,0.60114557
5993765508162121762,2021-11,0.60050553
8027035272622701013,2021-11,0.59881824
5757271354816214865,2021-08,0.5987124
4424973922927242822,2021-10,0.59826136
7215093571368368138,2021-11,0.59758496
410843023337872279,2021-10,0.59674615
4043546053926060305,2021-08,0.59671617
4043546053926060305,2021-08,0.59671617
503021894071666233,2021-10,0.5956539
5757271354816214865,2021-08,0.5951852
5986344948775572227,2021-10,0.59517395
39547025441582855,2021-07,0.59450287
4043546053926060305,2021-07,0.5943489
4043546053926060305,2021-08,0.5936036
4043546053926060305,2021-08,0.59258574
5460280878923715699,2021-08,0.5916664
4898797487317475277,2021-09,0.5914001
7478791630746523220,2021-08,0.59134823
1311488706225587300,2021-10,0.59075993
4043546053926060305,2021-08,0.590162
6546850858912852316,2021-10,0.5894276
8350724667410677464,2021-09,0.58935887
503021894071666233,2021-10,0.5890999
7478791630746523220,2021-11,0.5886992
5057726374207815794,2021-11,0.58851326
5888474320320735000,2021-07,0.5877437
5757271354816214865,2021-08,0.58717036
7061868716439556791,2021-08,0.5861505
5757271354816214865,2021-08,0.5859228
7260748352873493818,2021-08,0.58569163
1234611356650812259,2021-09,0.5848691
5274777191770957761,2021-09,0.5831534
6546850858912852316,2021-07,0.5831331
5757271354816214865,2021-08,0.58225787
4043546053926060305,2021-07,0.5817226
1234611356650812259,2021-07,0.5816735
4043546053926060305,2021-08,0.5815485
4043546053926060305,2021-08,0.58105963
4043546053926060305,2021-08,0.58105963
4043546053926060305,2021-07,0.58101714
4043546053926060305,2021-07,0.58101714
4043546053926060305,2021-07,0.5809709
4071158585850879204,2021-07,0.5808198
1616952665234409442,2021-08,0.5797666
4043546053926060305,2021-10,0.578622
7478791630746523220,2021-10,0.57853234
503021894071666233,2021-11,0.5785043
4050525344257805036,2021-08,0.5784666
4043546053926060305,2021-07,0.57802606
8829286411654484379,2021-09,0.5779339
8750634267020436314,2021-09,0.5775272
6546850858912852316,2021-07,0.5774757
5082455700818638342,2021-11,0.57718176
5757271354816214865,2021-11,0.5769348
6546850858912852316,2021-07,0.5767687
1234611356650812259,2021-10,0.57598084
6056959220685085102,2021-09,0.57537156
4043546053926060305,2021-10,0.5748722
5757271354816214865,2021-08,0.57467294
7260748352873493818,2021-11,0.57457834
4043546053926060305,2021-09,0.57433444
3979129042322937623,2021-10,0.5743268
6546850858912852316,2021-09,0.57382464
4043546053926060305,2021-10,0.57344395
2973474340148068982,2021-10,0.5731986
6598561842700412652,2021-08,0.5731618
503021894071666233,2021-08,0.5722688
1637960623843047520,2021-09,0.57224524
5757271354816214865,2021-11,0.57061154
503021894071666233,2021-10,0.5700552
6826420906256954294,2021-10,0.5698022
503021894071666233,2021-10,0.5697814
6546850858912852316,2021-09,0.5687207
2455576782104041698,2021-07,0.5686481
3979129042322937623,2021-10,0.56843895
3829967475074118757,2021-08,0.5678771
5489089370448387505,2021-11,0.567423
4956614249204803652,2021-08,0.5671309
6056959220685085102,2021-10,0.5671283
6145308913889808258,2021-09,0.56710106
1106971614386004604,2021-08,0.56577677
4569866309119931805,2021-10,0.56551725
4898797487317475277,2021-10,0.56404877
4898797487317475277,2021-09,0.5624853
4898797487317475277,2021-09,0.5602272
6615694774618628402,2021-08,0.5587457
3161361581909316305,2021-10,0.5580824
6448234172949059931,2021-08,0.55767447
4898797487317475277,2021-11,0.5565725
6546850858912852316,2021-09,0.556222
4641659186059167709,2021-10,0.5549232
6715993871935527857,2021-10,0.5549228
8398000036517692656,2021-10,0.5548833
5757271354816214865,2021-07,0.5540857
5757271354816214865,2021-07,0.55386406
5757271354816214865,2021-07,0.55381036
5271591321704178730,2021-09,0.5535878
5757271354816214865,2021-07,0.5535843
5757271354816214865,2021-07,0.55336255
6349142675790687765,2021-07,0.55251735
4228701400180066884,2021-09,0.55218935
5757271354816214865,2021-07,0.5521501
5757271354816214865,2021-08,0.5518055
5577659616907513811,2021-07,0.5511932
5577659616907513811,2021-08,0.5509903
5757271354816214865,2021-07,0.5509401
3136129226228632675,2021-10,0.55090886
5757271354816214865,2021-07,0.5500874
6349142675790687765,2021-08,0.5495914
3970572142453508637,2021-09,0.5476394
5577659616907513811,2021-09,0.5469337
8835646476961190471,2021-09,0.5459261
3275327267689584006,2021-10,0.5452345
1477629972594346481,2021-08,0.54491097
4662079815415471798,2021-09,0.54372096
9016049685460415544,2021-09,0.543529
5489089370448387505,2021-10,0.5428384
2386535178006664233,2021-08,0.54213107
493667100055938118,2021-11,0.5419202
5577659616907513811,2021-07,0.5417549
3275327267689584006,2021-10,0.54160786
5577659616907513811,2021-08,0.5414551
493667100055938118,2021-09,0.54127204
8350724667410677464,2021-08,0.5403756
5577659616907513811,2021-08,0.5397931
6893616200284527465,2021-11,0.5396163
7222128416864635362,2021-11,0.53939307
4202876623878743806,2021-10,0.5387059
1956406515279457110,2021-08,0.5386238
6145308913889808258,2021-09,0.5373077
5993765508162121762,2021-09,0.537118
2759416556905651870,2021-10,0.53692484
8576047157867370630,2021-11,0.53623605
4662079815415471798,2021-08,0.53579235
8123515208041701633,2021-08,0.53533906
1956406515279457110,2021-10,0.5353234
6349142675790687765,2021-08,0.5352604
5706551050445880395,2021-09,0.53515285
4785077903451149834,2021-10,0.53501177
5577659616907513811,2021-09,0.5349293
5993765508162121762,2021-08,0.5337668
86110062990790869,2021-09,0.53352594
3275327267689584006,2021-09,0.53350246
5562543665139612149,2021-07,0.53204554
6915663759082844184,2021-10,0.531887
1462395707491634845,2021-11,0.5315562
1462395707491634845,2021-11,0.5315562
1239032704486561936,2021-11,0.531414
1454789421854453615,2021-11,0.5310469
8623308321032624474,2021-07,0.52975583
8123515208041701633,2021-10,0.52967894
4820852183212661131,2021-07,0.52956754
2759416556905651870,2021-10,0.5295338
8398000036517692656,2021-09,0.52936655
8646472172649019955,2021-11,0.5288889
5274777191770957761,2021-09,0.5284464
1454789421854453615,2021-09,0.5278687
1239032704486561936,2021-11,0.5275532
6349142675790687765,2021-07,0.52753997
5706551050445880395,2021-10,0.52634543
1956406515279457110,2021-08,0.5250073
7787306805605072964,2021-08,0.5249549
1040994770557588198,2021-09,0.52393293
7478791630746523220,2021-09,0.52366436
993334998462320108,2021-11,0.5235638
2759416556905651870,2021-11,0.5229453
3258345688897172820,2021-07,0.52236366
7215093571368368138,2021-07,0.52234644
5577659616907513811,2021-10,0.5211026
3970572142453508637,2021-08,0.52019584
2522900990060384939,2021-11,0.5194937
1088521227159442264,2021-11,0.51920766
2808145376905474927,2021-07,0.5186121
3258345688897172820,2021-09,0.51837933
3258345688897172820,2021-11,0.51799846
2455576782104041698,2021-11,0.51773375
4043546053926060305,2021-07,0.5165788
7215093571368368138,2021-07,0.5162137
644457054514416604,2021-10,0.516144
2123312420728961012,2021-10,0.5142127
503021894071666233,2021-07,0.51419973
3970572142453508637,2021-11,0.5133223
8733525963966339207,2021-07,0.51318955
5706551050445880395,2021-11,0.5119726
5263285038415073073,2021-09,0.5113576
6615694774618628402,2021-10,0.5108955
6615694774618628402,2021-09,0.5107513
8045116560666679751,2021-11,0.5099629
2522900990060384939,2021-11,0.5097771
5263285038415073073,2021-07,0.5093285
5577659616907513811,2021-11,0.5092296
644457054514416604,2021-10,0.5090043
2522900990060384939,2021-11,0.50868064
5757271354816214865,2021-09,0.50855094
5706551050445880395,2021-11,0.5082193
5448628641564935127,2021-11,0.5078694
2900002014851776114,2021-10,0.5059435
4820852183212661131,2021-09,0.50559855
170089315547146305,2021-08,0.50502634
6056959220685085102,2021-10,0.504081
5757271354816214865,2021-08,0.50337803
3903290047715748290,2021-08,0.50331277
5757271354816214865,2021-08,0.50303495
7215093571368368138,2021-08,0.50119114
7215093571368368138,2021-10,0.500414
7770458886439606839,2021-09,0.49954385
7215093571368368138,2021-07,0.49846146
6715993871935527857,2021-08,0.49758923
5687511145009775604,2021-09,0.49696842
4820852183212661131,2021-11,0.49636093
5757271354816214865,2021-09,0.49631003
5757271354816214865,2021-09,0.49631003
5263285038415073073,2021-09,0.495928
2123312420728961012,2021-10,0.49572906
5562543665139612149,2021-09,0.4953684
5706551050445880395,2021-11,0.49366742
5263285038415073073,2021-07,0.4928716
7141263195360679278,2021-08,0.49164373
1207306324957395736,2021-08,0.49137956
696014079855281037,2021-11,0.4912983
7215093571368368138,2021-09,0.48961338
5752688018135006198,2021-10,0.48894635
5993765508162121762,2021-11,0.48810092
7215093571368368138,2021-08,0.48681867
5757271354816214865,2021-08,0.4846164
7215093571368368138,2021-08,0.48423913
7215093571368368138,2021-09,0.48387605
7215093571368368138,2021-09,0.48387605
3275327267689584006,2021-08,0.48345003
2900002014851776114,2021-09,0.48247346
621182491555347581,2021-09,0.48129874
1741049493106216406,2021-07,0.48111442
6122719618012473549,2021-10,0.4806465
6349142675790687765,2021-10,0.480358
8548612698724688238,2021-08,0.47985372
3275327267689584006,2021-08,0.47942793
5263285038415073073,2021-09,0.47868228
4853303856126909724,2021-07,0.4784377
9089528044547831569,2021-07,0.47832116
7710364735942975505,2021-07,0.47795004
7215093571368368138,2021-08,0.47740334
3275327267689584006,2021-07,0.47704655
3829967475074118757,2021-07,0.47678322
7215093571368368138,2021-07,0.47608522
1956406515279457110,2021-08,0.47537705
3829967475074118757,2021-10,0.47456852
1118514612547157551,2021-10,0.4745117
3829967475074118757,2021-07,0.47432154
5993765508162121762,2021-07,0.4736176
6335613629467537085,2021-11,0.47348133
4570863207041489270,2021-10,0.4734003
234898976850399181,2021-10,0.47319683
3829967475074118757,2021-10,0.4719614
3829967475074118757,2021-10,0.4719614
7970976988071755401,2021-08,0.4712828
7215093571368368138,2021-07,0.47127748
1956406515279457110,2021-10,0.4712752
6546850858912852316,2021-08,0.47115535
3829967475074118757,2021-08,0.4705595
1956406515279457110,2021-08,0.46836895
1956406515279457110,2021-11,0.46792063
5993765508162121762,2021-10,0.46649954
2123312420728961012,2021-11,0.46647072
1310335287370721834,2021-10,0.46584433
5687511145009775604,2021-10,0.4658311
8623308321032624474,2021-08,0.46575752
7215093571368368138,2021-10,0.46474603
2432667449154431819,2021-09,0.4643117
2123312420728961012,2021-10,0.46266913
7215093571368368138,2021-10,0.4625514
6546850858912852316,2021-10,0.4596414
6518776090651183119,2021-10,0.4594603
3829967475074118757,2021-08,0.4594249
3829967475074118757,2021-09,0.4594027
3156580765759568020,2021-10,0.45791215
8733525963966339207,2021-07,0.4576903
1616952665234409442,2021-10,0.45736155
6546850858912852316,2021-07,0.4535569
5263285038415073073,2021-09,0.45304802
5993765508162121762,2021-09,0.45255917
5263285038415073073,2021-07,0.45229378
6056959220685085102,2021-10,0.45174342
5562543665139612149,2021-09,0.45116794
3156580765759568020,2021-11,0.45065242
3156580765759568020,2021-11,0.45065242
3829967475074118757,2021-08,0.4503985
209314261782935157,2021-10,0.45022938
6824842959463625344,2021-07,0.4501601
6546850858912852316,2021-09,0.44974792
6546850858912852316,2021-09,0.44974792
3382624494518753363,2021-08,0.44934586
9206030810342980458,2021-08,0.44887257
6615694774618628402,2021-11,0.44823286
2123312420728961012,2021-09,0.4480688
8733525963966339207,2021-11,0.4480165
6615694774618628402,2021-09,0.44767472
3156580765759568020,2021-10,0.44763803
8733525963966339207,2021-09,0.4475315
6615694774618628402,2021-11,0.44696862
6615694774618628402,2021-09,0.44662705
3829967475074118757,2021-10,0.44661582
3829967475074118757,2021-08,0.44630796
1956406515279457110,2021-09,0.44578594
1956406515279457110,2021-09,0.4457014
6546850858912852316,2021-07,0.44526672
3829967475074118757,2021-08,0.4445937
1592581784061157609,2021-11,0.44427103
6715993871935527857,2021-08,0.44418234
5993765508162121762,2021-11,0.4435657
1956406515279457110,2021-11,0.4430942
3829967475074118757,2021-10,0.44256318
8733525963966339207,2021-10,0.44224334
4189705495607963592,2021-09,0.44164407
4769364850030443969,2021-10,0.44157034
8733525963966339207,2021-08,0.4415293
51762959302415533,2021-09,0.44060773
4993499380140734678,2021-10,0.44029778
7215093571368368138,2021-08,0.440023
5263285038415073073,2021-10,0.43985075
8733525963966339207,2021-07,0.4392004
3829967475074118757,2021-10,0.43905032
7215093571368368138,2021-08,0.43805227
3829967475074118757,2021-08,0.43790042
503021894071666233,2021-08,0.4376958
957773253650890560,2021-11,0.43752587
8733525963966339207,2021-10,0.43707687
8733525963966339207,2021-08,0.4367529
8733525963966339207,2021-08,0.43671024
6909701795322574613,2021-07,0.43669993
5993765508162121762,2021-08,0.43634015
6598561842700412652,2021-08,0.43544605
4008627434689715639,2021-09,0.43518686
8045116560666679751,2021-09,0.43405974
5465001651966355821,2021-07,0.4333624
6056959220685085102,2021-10,0.4329214
8733525963966339207,2021-08,0.43203163
8733525963966339207,2021-07,0.43181965
7710364735942975505,2021-11,0.4317088
3275327267689584006,2021-08,0.4317071
3829967475074118757,2021-08,0.4313978
5883155883105348987,2021-09,0.43078804
6615694774618628402,2021-09,0.43028477
4237135112070444140,2021-10,0.43006778
2900002014851776114,2021-07,0.42989278
3829967475074118757,2021-09,0.42967647
8609938720215175911,2021-11,0.42958823
238894451665334246,2021-11,0.4289579
4465150716052427320,2021-09,0.42887893
4512887927067894301,2021-08,0.4278673
6349142675790687765,2021-11,0.42623672
5057726374207815794,2021-09,0.42444283
1668564607105585557,2021-09,0.42435855
6615694774618628402,2021-08,0.42430902
3382624494518753363,2021-09,0.42388228
6094038865287329652,2021-11,0.4237794
4237135112070444140,2021-11,0.42355773
2943087245123311166,2021-07,0.42185578
1741049493106216406,2021-08,0.42158407
6617479989097680138,2021-09,0.42085677
8536031856585966123,2021-07,0.42056695
5465001651966355821,2021-10,0.41980395
8536031856585966123,2021-07,0.41902536
5263285038415073073,2021-07,0.41765454
5263285038415073073,2021-09,0.41749308
6617479989097680138,2021-10,0.41679358
5288503299611498087,2021-11,0.4156119
8733525963966339207,2021-09,0.4139791
5558533999208199371,2021-09,0.41266185
6615694774618628402,2021-08,0.41244847
2900002014851776114,2021-09,0.41114154
4237135112070444140,2021-10,0.41088185
2201150681962815877,2021-11,0.4108806
1156053485989336481,2021-10,0.4105901
7818340804682162328,2021-10,0.4097583
7720458526816091748,2021-09,0.40961424
9205015186723569289,2021-10,0.40766352
6978269497652315763,2021-08,0.4063026
5558533999208199371,2021-10,0.4059685
2407532237672094312,2021-10,0.40547022
4769364850030443969,2021-08,0.40434185
4008627434689715639,2021-08,0.40428802
4986060939759481610,2021-09,0.40425226
1002362614649347438,2021-11,0.40357047
5558533999208199371,2021-09,0.40165207
4237135112070444140,2021-11,0.4012587
7229721428946324455,2021-11,0.40049878
4677213860368191144,2021-08,0.4003
4785355632922927313,2021-10,0.39670464
5687511145009775604,2021-08,0.39656577
1156053485989336481,2021-09,0.39474773
4559400286159883576,2021-09,0.3947158
8733525963966339207,2021-07,0.39241204
3431426889924624821,2021-11,0.3922026
7818340804682162328,2021-09,0.39091837
8045116560666679751,2021-10,0.38967842
4008627434689715639,2021-07,0.3891841
5558533999208199371,2021-08,0.38881466
5558533999208199371,2021-07,0.3876508
2088532321693492263,2021-09,0.38691413
3829967475074118757,2021-08,0.38587832
1658487213084590146,2021-08,0.38559192
5993765508162121762,2021-11,0.38476366
191536915328669008,2021-07,0.38475576
8698916565946744099,2021-10,0.38444245
5687511145009775604,2021-07,0.38415763
2900002014851776114,2021-11,0.38391152
3382624494518753363,2021-07,0.38240027
5057726374207815794,2021-10,0.3808225
